model_name,category,entity,product_name,intended_purpose,month,service_type,source_file
淘宝星辰大模型算法,服务技术支持者,杭州优卖网络科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
读书郎梦想大模型算法,服务提供者,读书郎教育科技有限公司,读书郎知识对话服务(网站),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
群核AI问答算法,服务提供者,杭州群核信息技术有限公司,酷云展智能问答(网站)、酷家乐AI问答(网站),应用于智能对话场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
盘盘盛丽AI多模态合成算法,服务技术支持者,上海基钮钮数据科技有限公司,--,应用于文本和图像生成场景，服务于企业端客户，根据用户输入的文本或图像信息，生成符合用户需求的文本或图像内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
流量源泉人脸融合算法,服务技术支持者,北京流量源泉科技有限公司,--,应用于人脸图像、视频生成场景，服务于企业端客户，将用户上传的照片与特定模板进行面部融合，生成融合后的人脸图像、视频。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
华医AI频道问答算法,服务提供者,北京华医网科技股份有限公司,掌上华医(APP),应用于智能对话场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
得物智能客服算法,服务提供者,上海得物信息集团有限公司,得物(APP),应用于智能对话场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
灯塔影视数据智能生成算法,服务提供者,上海淘票票影视文化有限公司,灯塔专业版(APP),应用于文本生成场景，根据用户输入的文本或语音问题，返回符合用户需求的数据查询结果。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
知网智能文档生成算法,服务提供者,同方知网数字出版技术股份有限公司,知网AI智能写作服务(网站),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
艾蒂娜CHATAI大模型企业服务智能对话创作算法,服务技术支持者,江苏艾蒂娜互联网科技有限公司,--,应用于智能对话场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
像素AI图像生成合成算法,服务提供者,深圳像素召唤科技有限公司,像素AI(小程序),应用于图像生成场景，根据用户输入的文本、图像、视频信息，生成符合用户需求的图像、视频内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
折耳根人脸融合算法,服务提供者,上海折耳根信息科技有限公司,爱提词(APP)、换脸秀(APP),应用于图像生成场景，根据用户上传的图片，与特定模板进行面部融合后生成新的图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
青木易立-心理咨询对话算法,服务提供者,上海青木易立网络科技有限公司,心语心理健康聊天机器人(网站),应用于对话生成场景，根据用户输入的内容，生成符合语境的回复文本。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
蝶讯文生图合成算法,服务提供者,深圳市蝶讯网科技股份有限公司,D.SD(网站),应用于图像生成场景，根据用户输入的文本描述，生成符合用户要求的图画作品。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
蝶讯图生图合成算法,服务提供者,深圳市蝶讯网科技股份有限公司,D.SD(网站),应用于图像生成场景，根据用户输入的图像，生成符合特定需求的图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
CarPlan生成合成类智能选车模型算法,服务提供者,北京车之家信息技术有限公司,CarPlan(网站),应用于对话生成场景，根据用户提出的选车问题，生成对用户问题的解答。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
粉笔主观题智能批改生成合成类算法,服务提供者,北京粉笔蓝天科技有限公司,粉笔(APP)、粉笔四六级(APP)、粉笔考研(APP)、粉笔教师(APP),应用于文本生成场景，根据用户输入的文本和预先设定的评分标准，生成评分和意见建议等文本内容，实现主观题的智能批改功能。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
我的AI影像生成合成算法,服务提供者,深圳我的爱智能有限公司,荔枝相机(小程序)、我的AI电商设计平台(网站),应用于图像生成场景，根据用户输入的人物或物品图像加上预设的提示文字和参考图像，生成具有特定风格的图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
轻算力数智人服务生成合成算法,服务技术支持者,北京轻算力科技有限公司,--,应用于数字人生成场景，服务于企业端客户，根据用户输入的语音或文本内容，生成数字人音视频。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
象信AI多模态生成模型算法,服务技术支持者,北京象信智能科技有限公司,--,应用于多模态内容生成场景，服务于企业端客户，根据输入的文本、图像、音频等数据，生成多模态内容。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
智能客服文本合成算法,服务提供者,重庆啄木鸟网络科技有限公司,啄木鸟家电维修(小程序),应用于对话生成场景，根据用户输入的文本信息，生成相应的文本回复。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
智联AI招聘助手生成算法,服务提供者,北京网聘信息技术有限公司,智联招聘(APP)、智联招聘(网站),应用于对话生成场景，根据用户投递的职位信息，生成岗位相关的技术问题，并根据求职者的回答，生成对求职者是否符合该岗位评价。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
站酷梦笔图像生成算法,服务提供者,北京站酷网络科技有限公司,站酷海洛(网站),应用于图像生成场景，根据用户输入的文本或图像，结合图像修改参数，生成与之相关的新图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
摩斯计算表情图像生成算法,服务提供者,杭州摩斯计算科技有限责任公司,魔斗表情(小程序),应用于图像生成场景，根据用户输入内容，生成符合用户情感的表情图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
得物AR识别算法,服务提供者,上海得物信息集团有限公司,得物(APP),应用于虚拟试穿试妆场景，根据用户输入的人体头像、身体部位以及物体图像，输出试妆试穿效果图像。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
研律智能聊天机器人生成算法,服务提供者,合肥研律网络科技有限公司,聊天机器人(APP)、聊天机器人助理(APP),应用于对话生成场景，根据用户输入的文本内容，生成相应的文本回复。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
敬虔人脸融合算法,服务提供者,成都敬虔科技有限公司,剪同款(APP)、晴拍(APP),应用于图像、视频生成场景，将用户上传的照片与特定模板进行面部融合，生成融合后的人脸图像、视频。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
中移互联网云智互联多模态大模型算法,服务提供者,中移互联网有限公司,移动云盘(APP)、139邮箱(APP),应用于文本、图像、视频生成场景，根据用户输入的文本、图像、视频数据，生成符合用户需求的文本、图像、视频内容，实现文生图、文生文、图生文、图生图等功能。,2024-4,generative ai,境内深度合成服务算法备案清单（2024年4月）.docx
